msg_id,data/voltage,data/current,data/power,data/power_factor,data/timestamp,id,data/switch_state,data/load_state,data/overload_state,data/overcurrent_state,data/overvoltage_state,data/EC,data/all_energy,data/thirty_day_energy,data/today_energy,data/current_hour_energy
1006,234,179,24.2,576,2022-04-19&07:45:57+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:45:58+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:45:59+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:46:00+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:01+00:00,000000,,,,,,,,,,
1001,,,,,2022-04-19&07:46:02+00:00,000000,on,1,0,0,0,,,,,
1006,234.1,179,24.2,574,2022-04-19&07:46:02+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:46:03+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:04+00:00,000000,,,,,,,,,,
1006,234.1,179,24.3,575,2022-04-19&07:46:05+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:46:06+00:00,000000,,,,,,,,,,
1006,233.5,179,24.1,576,2022-04-19&07:46:07+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,576,2022-04-19&07:46:08+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:09+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:10+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,576,2022-04-19&07:46:11+00:00,000000,,,,,,,,,,
1018,,,,,2022-04-19&07:46:11+00:00,000000,,,,,,3200,17770,183,183,60
1006,234,179,24.2,576,2022-04-19&07:46:12+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:13+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:46:14+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:46:15+00:00,000000,,,,,,,,,,
1006,234.1,180,24.3,575,2022-04-19&07:46:16+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,576,2022-04-19&07:46:17+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:46:18+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:19+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:46:20+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:46:21+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:46:22+00:00,000000,,,,,,,,,,
1006,234.2,179,24.2,575,2022-04-19&07:46:23+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:46:24+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:46:25+00:00,000000,,,,,,,,,,
1006,234,179,24.2,576,2022-04-19&07:46:26+00:00,000000,,,,,,,,,,
1006,234,179,24.1,574,2022-04-19&07:46:27+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:46:28+00:00,000000,,,,,,,,,,
1006,233.6,179,24.1,576,2022-04-19&07:46:29+00:00,000000,,,,,,,,,,
1006,233.9,179,24.1,575,2022-04-19&07:46:30+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,576,2022-04-19&07:46:31+00:00,000000,,,,,,,,,,
1001,,,,,2022-04-19&07:46:32+00:00,000000,on,1,0,0,0,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:32+00:00,000000,,,,,,,,,,
1006,234.1,179,24.3,575,2022-04-19&07:46:33+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:34+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,576,2022-04-19&07:46:35+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:36+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:37+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:46:38+00:00,000000,,,,,,,,,,
1006,233.8,179,24.1,575,2022-04-19&07:46:39+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:46:40+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:41+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:46:42+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:46:43+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,576,2022-04-19&07:46:44+00:00,000000,,,,,,,,,,
1006,234.3,179,24.2,575,2022-04-19&07:46:46+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:47+00:00,000000,,,,,,,,,,
1006,234,179,24.2,574,2022-04-19&07:46:48+00:00,000000,,,,,,,,,,
1006,233.8,179,24.1,575,2022-04-19&07:46:49+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:46:50+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:51+00:00,000000,,,,,,,,,,
1006,234,179,24.2,576,2022-04-19&07:46:52+00:00,000000,,,,,,,,,,
1006,233.5,178,24.1,576,2022-04-19&07:46:53+00:00,000000,,,,,,,,,,
1006,233.6,179,24.1,576,2022-04-19&07:46:54+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:46:55+00:00,000000,,,,,,,,,,
1006,234,180,24.2,574,2022-04-19&07:46:56+00:00,000000,,,,,,,,,,
1006,234,180,24.2,575,2022-04-19&07:46:57+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:46:58+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,574,2022-04-19&07:46:59+00:00,000000,,,,,,,,,,
1006,233.7,179,24.1,575,2022-04-19&07:47:00+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:01+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:47:02+00:00,000000,,,,,,,,,,
1001,,,,,2022-04-19&07:47:02+00:00,000000,on,1,0,0,0,,,,,
1006,234.1,180,24.2,574,2022-04-19&07:47:03+00:00,000000,,,,,,,,,,
1006,234.1,180,24.3,575,2022-04-19&07:47:04+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:47:05+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:47:06+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:47:07+00:00,000000,,,,,,,,,,
1006,234,180,24.3,574,2022-04-19&07:47:08+00:00,000000,,,,,,,,,,
1006,234,180,24.3,575,2022-04-19&07:47:09+00:00,000000,,,,,,,,,,
1006,234.1,180,24.3,575,2022-04-19&07:47:10+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:11+00:00,000000,,,,,,,,,,
1018,,,,,2022-04-19&07:47:11+00:00,000000,,,,,,3200,17771,184,184,61
1006,234,180,24.2,575,2022-04-19&07:47:12+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:13+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,574,2022-04-19&07:47:14+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:15+00:00,000000,,,,,,,,,,
1006,234.1,180,24.3,575,2022-04-19&07:47:16+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:47:17+00:00,000000,,,,,,,,,,
1006,234.5,180,24.3,574,2022-04-19&07:47:18+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,574,2022-04-19&07:47:19+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,574,2022-04-19&07:47:20+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:47:21+00:00,000000,,,,,,,,,,
1006,234.1,180,24.3,574,2022-04-19&07:47:22+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:47:23+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:47:24+00:00,000000,,,,,,,,,,
1006,234.1,180,24.2,575,2022-04-19&07:47:25+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:47:26+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:47:27+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:28+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:47:29+00:00,000000,,,,,,,,,,
1006,234.2,180,24.2,575,2022-04-19&07:47:30+00:00,000000,,,,,,,,,,
1006,234,179,24.2,574,2022-04-19&07:47:31+00:00,000000,,,,,,,,,,
1001,,,,,2022-04-19&07:47:32+00:00,000000,on,1,0,0,0,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:32+00:00,000000,,,,,,,,,,
1006,234,180,24.2,575,2022-04-19&07:47:33+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:34+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:35+00:00,000000,,,,,,,,,,
1006,234.2,179,24.2,575,2022-04-19&07:47:36+00:00,000000,,,,,,,,,,
1006,234.3,180,24.2,574,2022-04-19&07:47:37+00:00,000000,,,,,,,,,,
1006,234.1,180,24.2,575,2022-04-19&07:47:38+00:00,000000,,,,,,,,,,
1006,233.6,179,24.1,575,2022-04-19&07:47:39+00:00,000000,,,,,,,,,,
1006,234,180,24.2,575,2022-04-19&07:47:40+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:41+00:00,000000,,,,,,,,,,
1006,234.1,180,24.2,575,2022-04-19&07:47:42+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:47:43+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:47:44+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:47:45+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:47:46+00:00,000000,,,,,,,,,,
1006,233.7,179,24.1,575,2022-04-19&07:47:47+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:47:48+00:00,000000,,,,,,,,,,
1006,233.6,179,24.1,575,2022-04-19&07:47:49+00:00,000000,,,,,,,,,,
1006,233.6,179,24.1,575,2022-04-19&07:47:50+00:00,000000,,,,,,,,,,
1006,233.5,179,24.1,576,2022-04-19&07:47:51+00:00,000000,,,,,,,,,,
1006,233.7,179,24.2,576,2022-04-19&07:47:52+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:47:53+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:47:54+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:47:55+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:47:56+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:47:57+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:58+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:47:59+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:48:00+00:00,000000,,,,,,,,,,
1006,233.5,179,24.1,576,2022-04-19&07:48:01+00:00,000000,,,,,,,,,,
1001,,,,,2022-04-19&07:48:02+00:00,000000,on,1,0,0,0,,,,,
1006,233.8,179,24.1,575,2022-04-19&07:48:02+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:48:03+00:00,000000,,,,,,,,,,
1006,233.5,179,24.1,575,2022-04-19&07:48:04+00:00,000000,,,,,,,,,,
1006,233.6,179,24.2,576,2022-04-19&07:48:05+00:00,000000,,,,,,,,,,
1006,233.5,179,24.1,575,2022-04-19&07:48:06+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:48:07+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:48:08+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:48:09+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:48:10+00:00,000000,,,,,,,,,,
1006,233.7,179,24.2,576,2022-04-19&07:48:11+00:00,000000,,,,,,,,,,
1018,,,,,2022-04-19&07:48:11+00:00,000000,,,,,,3200,17772,185,185,62
1006,233.8,179,24.2,575,2022-04-19&07:48:12+00:00,000000,,,,,,,,,,
1006,233.9,180,24.3,575,2022-04-19&07:48:13+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,576,2022-04-19&07:48:14+00:00,000000,,,,,,,,,,
1006,233.3,179,24.2,576,2022-04-19&07:48:15+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,577,2022-04-19&07:48:16+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:48:17+00:00,000000,,,,,,,,,,
1006,233.7,179,24.2,575,2022-04-19&07:48:18+00:00,000000,,,,,,,,,,
1006,233.7,179,24.2,575,2022-04-19&07:48:19+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:48:20+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:48:21+00:00,000000,,,,,,,,,,
1006,233.4,179,24.1,576,2022-04-19&07:48:22+00:00,000000,,,,,,,,,,
1006,233.4,179,24.1,575,2022-04-19&07:48:23+00:00,000000,,,,,,,,,,
1006,234,180,24.2,574,2022-04-19&07:48:24+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:48:25+00:00,000000,,,,,,,,,,
1006,233.5,179,24.1,575,2022-04-19&07:48:27+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:48:28+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:48:29+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:48:30+00:00,000000,,,,,,,,,,
1006,233.8,179,24.1,575,2022-04-19&07:48:31+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:48:32+00:00,000000,,,,,,,,,,
1001,,,,,2022-04-19&07:48:32+00:00,000000,on,1,0,0,0,,,,,
1006,233.7,179,24.2,576,2022-04-19&07:48:33+00:00,000000,,,,,,,,,,
1006,233.7,179,24.2,575,2022-04-19&07:48:34+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:48:35+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:48:36+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:48:37+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:48:38+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:48:39+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,576,2022-04-19&07:48:40+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:48:41+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:48:42+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:48:43+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:48:44+00:00,000000,,,,,,,,,,
1006,233.5,178,24.1,576,2022-04-19&07:48:45+00:00,000000,,,,,,,,,,
1006,233.7,179,24.1,575,2022-04-19&07:48:46+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:48:47+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:48:48+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:48:49+00:00,000000,,,,,,,,,,
1006,234.2,179,24.2,575,2022-04-19&07:48:50+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:48:51+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:48:52+00:00,000000,,,,,,,,,,
1006,233.8,179,24.1,575,2022-04-19&07:48:53+00:00,000000,,,,,,,,,,
1006,233.6,179,24.1,575,2022-04-19&07:48:54+00:00,000000,,,,,,,,,,
1006,233.8,179,24.1,575,2022-04-19&07:48:55+00:00,000000,,,,,,,,,,
1006,233.7,178,24.1,576,2022-04-19&07:48:56+00:00,000000,,,,,,,,,,
1006,233.4,178,24,577,2022-04-19&07:48:57+00:00,000000,,,,,,,,,,
1006,233.6,178,24.1,575,2022-04-19&07:48:58+00:00,000000,,,,,,,,,,
1006,233.6,178,24.1,575,2022-04-19&07:48:59+00:00,000000,,,,,,,,,,
1006,233.9,179,24.1,575,2022-04-19&07:49:00+00:00,000000,,,,,,,,,,
1006,233.8,179,24.1,575,2022-04-19&07:49:01+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,575,2022-04-19&07:49:02+00:00,000000,,,,,,,,,,
1001,,,,,2022-04-19&07:49:02+00:00,000000,on,1,0,0,0,,,,,
1006,234,179,24.2,575,2022-04-19&07:49:03+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,576,2022-04-19&07:49:04+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:49:05+00:00,000000,,,,,,,,,,
1006,233.9,179,24.2,576,2022-04-19&07:49:06+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:49:07+00:00,000000,,,,,,,,,,
1006,233.6,179,24.2,576,2022-04-19&07:49:08+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:49:09+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,576,2022-04-19&07:49:10+00:00,000000,,,,,,,,,,
1006,234.1,180,24.3,575,2022-04-19&07:49:11+00:00,000000,,,,,,,,,,
1006,234.1,179,24.3,576,2022-04-19&07:49:12+00:00,000000,,,,,,,,,,
1018,,,,,2022-04-19&07:49:12+00:00,000000,,,,,,3200,17774,187,187,64
1006,233.9,179,24.2,575,2022-04-19&07:49:13+00:00,000000,,,,,,,,,,
1006,234,179,24.3,576,2022-04-19&07:49:14+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:49:15+00:00,000000,,,,,,,,,,
1006,234,179,24.2,576,2022-04-19&07:49:16+00:00,000000,,,,,,,,,,
1006,234.1,180,24.3,575,2022-04-19&07:49:17+00:00,000000,,,,,,,,,,
1006,234.1,180,24.3,574,2022-04-19&07:49:18+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:49:19+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:49:20+00:00,000000,,,,,,,,,,
1006,234.5,180,24.4,575,2022-04-19&07:49:21+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:49:22+00:00,000000,,,,,,,,,,
1006,234.5,180,24.4,575,2022-04-19&07:49:23+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,576,2022-04-19&07:49:24+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:49:25+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,576,2022-04-19&07:49:26+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:49:27+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:49:28+00:00,000000,,,,,,,,,,
1006,234.5,180,24.3,575,2022-04-19&07:49:29+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:49:30+00:00,000000,,,,,,,,,,
1006,234,179,24.2,576,2022-04-19&07:49:31+00:00,000000,,,,,,,,,,
1001,,,,,2022-04-19&07:49:32+00:00,000000,on,1,0,0,0,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:49:32+00:00,000000,,,,,,,,,,
1006,234.2,179,24.2,575,2022-04-19&07:49:33+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,574,2022-04-19&07:49:34+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:49:35+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:49:36+00:00,000000,,,,,,,,,,
1006,234.2,179,24.2,575,2022-04-19&07:49:37+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:49:38+00:00,000000,,,,,,,,,,
1006,234.3,180,24.2,574,2022-04-19&07:49:39+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:49:40+00:00,000000,,,,,,,,,,
1006,234.5,180,24.3,574,2022-04-19&07:49:41+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:49:42+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:49:43+00:00,000000,,,,,,,,,,
1006,234.5,180,24.3,574,2022-04-19&07:49:44+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:49:45+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:49:46+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:49:47+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:49:48+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,574,2022-04-19&07:49:49+00:00,000000,,,,,,,,,,
1006,234.5,180,24.3,574,2022-04-19&07:49:50+00:00,000000,,,,,,,,,,
1006,234.5,180,24.3,575,2022-04-19&07:49:51+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,574,2022-04-19&07:49:52+00:00,000000,,,,,,,,,,
1006,234.2,179,24.3,575,2022-04-19&07:49:53+00:00,000000,,,,,,,,,,
1006,234.5,180,24.3,575,2022-04-19&07:49:54+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,574,2022-04-19&07:49:55+00:00,000000,,,,,,,,,,
1006,234.2,180,24.3,575,2022-04-19&07:49:56+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,574,2022-04-19&07:49:57+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:49:58+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,574,2022-04-19&07:49:59+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:50:00+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,574,2022-04-19&07:50:01+00:00,000000,,,,,,,,,,
1001,,,,,2022-04-19&07:50:02+00:00,000000,on,1,0,0,0,,,,,
1006,234.4,180,24.3,574,2022-04-19&07:50:02+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,574,2022-04-19&07:50:03+00:00,000000,,,,,,,,,,
1006,234.1,179,24.2,575,2022-04-19&07:50:04+00:00,000000,,,,,,,,,,
1006,234.3,180,24.3,575,2022-04-19&07:50:05+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:50:06+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:50:08+00:00,000000,,,,,,,,,,
1006,234.4,180,24.3,575,2022-04-19&07:50:09+00:00,000000,,,,,,,,,,
1006,234.2,179,24.2,575,2022-04-19&07:50:10+00:00,000000,,,,,,,,,,
1006,234.3,179,24.2,575,2022-04-19&07:50:11+00:00,000000,,,,,,,,,,
1006,234,179,24.2,575,2022-04-19&07:50:12+00:00,000000,,,,,,,,,,
1018,,,,,2022-04-19&07:50:12+00:00,000000,,,,,,3200,17775,188,188,65
1006,234.1,179,24.2,575,2022-04-19&07:50:13+00:00,000000,,,,,,,,,,
1006,233.5,178,24.1,576,2022-04-19&07:50:14+00:00,000000,,,,,,,,,,
1006,233.6,179,24.1,575,2022-04-19&07:50:15+00:00,000000,,,,,,,,,,
1006,233.3,178,24,576,2022-04-19&07:50:16+00:00,000000,,,,,,,,,,
1006,233.4,178,24.1,576,2022-04-19&07:50:17+00:00,000000,,,,,,,,,,
1006,233.8,179,24.1,575,2022-04-19&07:50:18+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,575,2022-04-19&07:50:19+00:00,000000,,,,,,,,,,
1006,233.8,179,24.2,576,2022-04-19&07:50:20+00:00,000000,,,,,,,,,,
